60	1.083142639
60.5	1.084529828
61.5	1.066601495
62	1.049649746
59.5	1.065884817
61	1.094215338
55	0.776149619
55.5	0.808921883
56	0.831108144
56.5	0.856783031
57	0.897619048
57.5	0.935897436
58	0.979237553
58.5	1.005358752
59	1.050944068
59.3	1.069998246
59.6	1.07781987
59.9	1.090942466
60.2	1.060823199
